MONTH,YEAR,AIRLINE_CODE,FL_NUMBER,ORIGIN,DEST,SCHEDULED_DEPARTURE,DEP_DELAY,SCHEDULED_ARRIVAL_TIME,ARR_DELAY,CANCELLED,DISTANCE
6,22,B6,695,HPN,MCO,1830,62,2126,25,0,972
3,20,9E,4824,JFK,ROC,1739,-2,1914,-23,0,264
7,19,OO,3698,BNA,LGA,700,-2,1017,3,0,764
12,19,YV,6183,IAD,AUS,1730,3,2016,-2,0,1297
4,19,YV,6153,MCI,IAD,800,-9,1118,-14,0,926
1,23,WN,2285,MDW,ATL,1540,-4,1830,-15,0,591
2,22,WN,2102,MCO,MDW,655,-2,850,-15,0,990
3,22,YX,4504,BNA,DCA,627,-5,915,6,0,562
11,20,WN,1971,DAL,LAS,920,-2,1020,-17,0,1067
3,23,WN,3421,STL,DAL,2055,16,2240,2,0,546
10,22,G4,2206,LAS,GRR,1614,-8,2250,3,0,1642
4,19,WN,4729,SNA,SJC,1540,-1,1655,-4,0,342
1,22,F9,2571,SWF,TPA,1245,-11,1603,-30,0,1047
7,21,HA,124,LIH,HNL,715,-9,751,-13,0,102
9,22,AA,1893,CLT,LGA,1810,1,1955,-6,0,544
7,20,AA,794,CLT,JFK,1655,-6,1900,-33,0,541
11,22,AA,1823,MSP,ORD,533,-12,704,-24,0,334
11,22,OO,5045,MCW,FOD,1737,9,1813,3,0,61
5,20,B6,685,ROC,JFK,1715,,1832,,1,264
9,20,NK,590,IAH,LAX,1559,-3,1730,-22,0,1379
11,21,UA,2466,SJC,DEN,1600,-6,1932,-21,0,948
11,19,UA,2180,IAD,RSW,1730,-7,2008,-18,0,891
12,19,WN,2888,PHX,SLC,1550,11,1720,4,0,507
7,22,WN,2029,PDX,OAK,1315,20,1500,4,0,543
5,21,OH,5112,CLT,CRW,905,-3,1022,-14,0,221
10,22,DL,2231,STL,SLC,1820,-6,2020,-12,0,1156
11,19,OH,5438,CLT,EWN,1420,24,1522,32,0,221
4,19,YV,6070,IAD,MSP,1750,-5,1944,9,0,908
10,20,AA,313,SAN,DFW,1245,17,1742,11,0,1171
10,22,HA,148,HNL,KOA,615,-1,700,2,0,163
7,19,WN,2550,MSY,DCA,1150,-1,1525,-13,0,969
12,19,AA,2625,BNA,MIA,1324,-3,1641,1,0,806
7,21,YV,6219,IAH,MAF,955,-10,1123,-21,0,429
8,23,F9,2296,FLL,PHL,530,-4,825,-14,0,992
8,23,G4,854,PGD,CAK,1623,-8,1853,-14,0,965
6,19,AA,612,MSP,PHX,1444,-3,1603,-7,0,1276
6,20,WN,113,DAL,MAF,1955,10,2105,0,0,319
7,23,WN,2780,LAS,LGB,855,-7,1000,0,0,231
12,20,9E,4849,DTW,GRB,1559,-7,1621,-15,0,287
3,20,9E,4933,LGA,MSN,1524,-14,1715,-35,0,812
2,23,OO,4641,AVP,ORD,1730,-8,1855,6,0,632
5,20,HA,543,HNL,LIH,1910,-10,1952,-13,0,102
7,21,OO,5108,ORD,FOD,1558,-4,1726,-16,0,325
1,19,NK,203,BOS,PBI,830,2,1159,-15,0,1197
6,19,DL,2713,PDX,JFK,700,-2,1516,-10,0,2454
4,19,WN,3133,DEN,CLE,2000,-2,45,-14,0,1201
12,21,9E,4946,DTW,MDT,1045,-10,1222,-28,0,371
3,22,WN,279,DEN,CVG,1800,5,2230,4,0,1069
3,20,UA,801,TPA,IAD,1410,0,1625,2,0,811
5,23,AA,2215,CLT,IND,1312,77,1450,61,0,427
4,22,9E,5482,MSN,LGA,800,-2,1108,22,0,812
8,20,WN,1577,DEN,HOU,725,-3,1050,-20,0,883
11,22,WN,241,LAS,ORD,1125,,1710,,1,1514
1,21,DL,412,LAX,BOS,2235,-7,700,-36,0,2611
7,22,MQ,4147,MIA,LIT,2115,-4,2312,-25,0,941
4,21,DL,1533,ATL,MCO,825,-6,953,-7,0,404
7,21,AA,1580,CLT,SFO,1830,10,2053,-9,0,2296
12,20,OO,4801,DEN,MAF,1805,-4,2055,61,0,563
5,19,DL,2549,MSP,BOS,1250,-2,1650,-22,0,1124
5,23,MQ,3310,DFW,BMI,2050,34,2251,38,0,690
3,20,DL,2601,MSP,MCO,1539,-4,1955,-27,0,1310
9,22,AA,1912,DCA,DFW,854,-7,1126,-25,0,1192
5,19,DL,2386,ATL,EWR,2120,0,2332,-11,0,746
3,23,UA,318,DEN,EUG,1115,7,1309,-15,0,996
5,21,AA,2218,DFW,GEG,1035,10,1219,30,0,1477
3,21,WN,961,JAX,ATL,725,-4,840,40,0,270
1,21,DL,2229,GRR,ATL,1843,-5,2040,5,0,640
8,20,DL,1282,ATL,OKC,834,-16,940,-12,0,761
12,22,QX,2284,SEA,FCA,2130,6,2349,8,0,379
12,20,WN,4536,PHX,SAN,1610,0,1620,-8,0,304
3,20,UA,594,DEN,PHX,1915,-5,2012,-4,0,602
7,21,F9,2162,LAX,LAS,2048,-8,2204,-8,0,236
5,23,AS,1173,SNA,SEA,1100,-7,1355,2,0,978
5,20,DL,947,SAV,ATL,915,130,1014,122,0,214
11,21,AA,2331,CLE,DFW,1139,14,1346,15,0,1021
1,19,WN,9,SAN,OAK,1415,1,1545,-11,0,446
4,23,YX,4786,SDF,BOS,1755,-7,2012,-12,0,829
9,19,AA,975,LIT,DFW,1418,-2,1539,-11,0,304
8,23,YX,5834,LGA,MSN,2050,-9,2224,-22,0,812
11,19,AA,816,CLT,ORD,2209,-4,2318,-18,0,599
3,23,DL,890,IAH,ATL,922,22,1229,2,0,689
5,19,OH,5354,CLT,ATL,1553,-3,1717,-18,0,226
8,20,OH,5235,CLT,EWN,1615,-5,1725,-19,0,221
11,21,MQ,3542,GGG,DFW,1252,-3,1352,7,0,140
6,23,AA,1744,DFW,PHX,2229,21,2301,18,0,868
2,22,WN,1740,STL,ICT,2150,6,2315,-1,0,392
8,23,DL,2759,BOS,RDU,1650,13,1901,28,0,612
3,22,AA,2687,MIA,BNA,840,-6,1011,-25,0,806
7,23,WN,2839,TPA,DEN,550,-2,735,-17,0,1506
1,22,DL,2660,DCA,ATL,810,2,1010,-10,0,547
1,23,UA,1575,SAN,ORD,645,-5,1252,-18,0,1723
5,23,DL,2400,ATL,MSY,906,31,935,22,0,425
4,21,DL,2031,ATL,MSP,1530,-1,1718,-24,0,907
12,19,YV,5992,DFW,SDF,1829,52,2136,47,0,733
8,23,WN,1156,HNL,SAN,1035,25,1905,13,0,2614
12,22,B6,90,SAN,JFK,645,-7,1458,-10,0,2446
1,20,OO,3750,DTW,PVD,1010,2,1208,1,0,615
8,21,OO,5797,ORD,FAR,1545,-8,1741,4,0,557
1,22,WN,599,ATL,LAS,615,,805,,1,1747
2,20,WN,1816,BUR,SMF,1915,-6,2035,-18,0,358
1,19,DL,2065,LGA,ORD,815,177,951,192,0,733
5,20,F9,404,LAX,DEN,1040,-4,1412,-26,0,862
6,22,WN,2420,ATL,MDW,625,-1,715,-12,0,591
6,23,WN,765,BWI,ORD,1505,37,1620,23,0,622
7,22,AA,607,MSY,CLT,1821,31,2123,22,0,651
12,19,YV,5759,DFW,ICT,1632,-6,1750,-19,0,328
4,19,NK,715,MCO,IAH,2030,25,2216,17,0,854
6,19,B6,160,PHL,BOS,1048,-12,1215,-12,0,280
12,21,WN,27,DAL,HOU,1300,7,1410,42,0,239
6,19,DL,1119,DEN,SEA,1811,61,2015,75,0,1024
2,21,DL,1383,ATL,MIA,820,-4,1010,13,0,594
1,21,NK,159,FLL,LGA,1310,-3,1550,-9,0,1076
12,19,AA,1062,ORD,STL,1825,3,1945,-3,0,258
9,22,YX,5631,JFK,PIT,1511,-10,1703,15,0,340
11,19,AA,1582,CVG,PHL,1259,-11,1438,-23,0,507
8,23,DL,2546,MSO,MSP,1541,142,1914,136,0,1013
2,23,OO,5288,ORD,CRW,1947,-6,2228,-19,0,416
1,20,DL,1654,ATL,PBI,2153,-5,2340,-16,0,545
6,19,AA,569,CLT,RSW,1639,43,1839,24,0,600
9,19,MQ,4090,PIA,ORD,619,10,724,1,0,130
4,22,DL,355,OGG,LAX,1231,-2,2045,12,0,2486
1,22,OH,5272,GPT,CLT,1436,,1726,,1,577
3,23,UA,643,SFO,BWI,2306,186,711,158,0,2457
9,21,YX,5750,LGA,BOS,1330,-6,1451,-11,0,184
2,19,OH,5256,CVG,CLT,1333,188,1511,182,0,335
1,21,OH,5023,OMA,CLT,1527,146,1906,129,0,913
8,20,UA,420,DEN,BWI,1740,0,2322,-19,0,1491
4,22,B6,415,JFK,SFO,1015,13,1346,-2,0,2586
4,20,NK,1940,DEN,DTW,1410,-9,1854,-26,0,1123
9,22,UA,2047,LAS,SFO,1545,-6,1723,-2,0,414
4,23,DL,1249,DTW,FLL,700,16,1000,15,0,1127
10,21,OO,3871,DTW,MEM,1405,36,1504,42,0,610
8,22,DL,327,SEA,JFK,1155,14,2035,-14,0,2422
4,21,AA,322,MIA,EWR,2019,-5,2318,-11,0,1085
5,20,WN,468,ONT,DEN,905,-5,1210,-18,0,819
3,23,G4,3190,ATW,SRQ,830,28,1229,107,0,1209
10,22,OO,6296,LAX,SFO,2016,-6,2137,-18,0,337
1,19,OO,5958,DTW,ORD,840,-7,905,13,0,235
10,22,NK,1909,MCO,EWR,1700,13,1939,75,0,937
11,22,AA,850,DFW,SJU,835,-1,1512,-11,0,2165
3,23,YX,4415,IND,DCA,1433,-3,1615,7,0,500
10,21,9E,4807,ATL,AGS,1750,-2,1847,-13,0,143
11,22,DL,918,SLC,LAS,1815,32,1840,60,0,368
10,19,AA,1614,IAH,MIA,1221,2,1557,14,0,964
2,19,YX,3434,XNA,ORD,610,-14,805,-30,0,522
1,19,DL,1615,SEA,SLC,700,-7,1003,-17,0,689
6,21,UA,1812,MSO,DEN,1444,75,1647,58,0,679
8,22,YX,4907,SYR,ORD,1316,-4,1425,-18,0,607
4,20,AS,6,LAX,DCA,1300,,2058,,1,2311
9,19,EV,4425,IAH,STL,745,-13,957,-25,0,667
11,22,WN,1956,MDW,LGA,2015,36,2315,40,0,725
7,22,DL,2790,TPA,ATL,1641,39,1816,35,0,406
8,22,MQ,4187,ABI,DFW,1610,-11,1709,-12,0,158
10,20,B6,1686,PIT,BOS,1730,-5,1901,-15,0,496
3,19,G4,2183,GRR,SFB,943,146,1213,143,0,1001
1,19,9E,5403,JFK,CLE,1447,-6,1658,-36,0,425
7,23,AA,2539,FLL,CLT,1941,-8,2149,3,0,632
7,19,DL,2675,MSP,RDU,655,-2,1028,-20,0,980
7,21,OO,3698,PSC,MSP,645,0,1149,-12,0,1254
6,23,DL,2388,SEA,LAS,1627,1,1853,-8,0,867
9,20,DL,715,MSP,DCA,810,-5,1134,-4,0,931
6,23,9E,5258,DTW,RIC,1436,-8,1615,1,0,456
5,21,AA,529,LAX,MIA,600,-3,1346,12,0,2342
3,19,OO,5743,BOI,SFO,1640,29,1741,46,0,522
6,22,AA,593,SRQ,CLT,1340,58,1526,72,0,547
3,22,OO,4650,AUS,IAH,1210,-1,1325,-20,0,140
1,19,DL,1853,ATL,IND,728,-7,901,3,0,432
10,20,WN,1846,SJC,PDX,1850,-4,2040,-21,0,569
1,19,B6,43,RNO,LGB,1325,-10,1447,-13,0,402
1,23,AA,1473,PHX,TPA,1049,1,1636,-13,0,1788
10,21,WN,2023,DEN,SMF,2025,20,2155,20,0,909
5,21,YX,3643,ATL,EWR,700,2,915,-1,0,746
1,23,UA,751,ATL,EWR,1112,1,1322,-17,0,746
11,21,WN,2223,BWI,FLL,1000,-1,1245,-9,0,925
3,22,YV,6068,DCA,IAH,610,1,854,-14,0,1208
10,22,WN,2580,ABQ,PHX,1445,-3,1505,-11,0,328
4,23,OO,3251,TUS,PHX,1640,-11,1735,-16,0,110
8,22,UA,602,DEN,SBA,1129,-2,1300,-12,0,916
5,20,OO,3508,LAS,LAX,1230,-5,1342,-16,0,236
7,20,AA,2231,SNA,DFW,1030,-2,1531,8,0,1205
6,22,DL,866,ATL,MCO,1555,3,1730,6,0,404
10,19,MQ,3484,FNT,CLT,1436,-7,1654,-14,0,555
5,19,DL,2735,SLC,SJC,1710,-7,1802,-6,0,584
2,22,DL,331,HNL,LAX,2224,-1,545,-1,0,2556
4,22,AA,605,DFW,MCO,1434,-2,1802,-10,0,985
2,19,B6,1567,HPN,PBI,1130,-18,1431,-26,0,1056
4,21,OO,5528,DEN,PAE,1925,-7,2133,-21,0,1036
9,21,UA,399,EWR,AUS,1325,-7,1631,-18,0,1504
6,23,MQ,3978,PHX,GJT,2034,-2,2303,-11,0,438
5,23,DL,1636,JFK,AUS,1820,-4,2139,-44,0,1521
8,22,WN,1451,SAN,SFO,1025,28,1150,28,0,447
2,20,DL,1532,DSM,ATL,1707,15,2010,0,0,743
9,20,F9,267,DEN,SNA,1800,-11,1922,-19,0,846
3,23,OO,3838,OKC,SLC,825,-6,1012,-18,0,866
4,22,WN,3201,STL,AUS,1040,5,1240,5,0,721
7,19,YV,5920,MGM,DFW,1303,10,1507,-8,0,622
2,20,UA,2429,EWR,DEN,1701,-1,1938,-28,0,1605
1,19,OO,5396,BNA,ORD,1655,10,1843,16,0,409
7,22,OO,3654,LAX,SFO,1059,-3,1220,-15,0,337
1,22,WN,3862,MDW,JAX,1300,30,1610,20,0,849
10,19,NK,1820,ATL,AUS,705,13,828,-1,0,813
4,23,AA,1912,ORD,RDU,825,16,1115,18,0,646
4,20,WN,2608,ATL,GSP,1705,,1800,,1,153
8,22,UA,1636,HNL,LAX,1510,87,2338,59,0,2556
7,20,DL,1685,ATL,PHL,1535,-6,1735,-7,0,666
1,19,B6,482,RSW,DCA,1803,108,2022,94,0,892
5,22,YX,4535,OKC,LGA,652,-4,1117,-7,0,1341
7,23,AA,2028,DFW,CAE,1259,16,1626,16,0,922
1,20,WN,534,LGA,MDW,1840,,2020,,1,725
6,21,AA,466,ABQ,DFW,500,-4,752,-11,0,569
11,21,MQ,4090,ATW,ORD,1300,-8,1415,-24,0,161
7,23,UA,1416,LAX,IAH,815,0,1340,-3,0,1379
12,20,OO,5114,SLN,DEN,620,0,710,-10,0,383
3,22,WN,2516,ATL,OKC,1500,13,1620,7,0,761
6,21,F9,1150,ONT,MCO,2329,75,712,85,0,2171
3,23,WN,1188,DEN,BZN,1400,-6,1545,-12,0,524
10,21,WN,14,DEN,TUS,2135,9,2230,-3,0,639
8,21,HA,17,LAS,HNL,150,0,500,-11,0,2762
6,23,B6,599,LGA,MCO,735,-3,1035,-9,0,950
3,21,DL,756,ATL,FLL,715,-6,905,-15,0,581
10,19,OO,3757,LGA,GSO,2100,80,2254,59,0,461
2,23,DL,2331,ATL,ILM,2045,-7,2201,-17,0,377
4,21,AA,2529,MCI,MIA,710,-8,1120,-16,0,1251
7,22,AA,1119,MIA,DFW,1535,25,1742,8,0,1121
12,21,DL,1925,STT,ATL,1734,-14,2040,-26,0,1599
1,20,AA,1229,SAN,DFW,1441,-5,1935,3,0,1171
11,21,F9,2095,STL,LAS,1807,68,1949,46,0,1371
10,21,B6,2154,EYW,JFK,1426,5,1729,-12,0,1201
7,21,UA,1672,EWR,JAX,1100,0,1313,1,0,820
11,22,AA,2725,LAX,CLT,2359,1,737,-4,0,2125
6,19,AA,542,PHX,SMF,1330,123,1523,120,0,647
8,20,DL,729,ATL,SAV,2034,-6,2135,0,0,214
6,19,AA,1277,ORD,MIA,1641,9,2054,4,0,1197
5,21,QX,2553,SEA,FAT,940,-2,1148,-7,0,748
2,22,OO,3270,IAH,PHX,1430,1,1638,-25,0,1009
7,21,AA,2519,SAV,CLT,1824,0,1940,1,0,213
5,19,DL,742,BNA,LAX,708,-6,935,-15,0,1797
11,21,UA,794,EWR,SAN,715,-3,1025,-15,0,2425
9,21,AA,2213,CLT,BDL,1320,-4,1517,-11,0,644
8,21,G4,2187,MLI,SFB,829,191,1158,224,0,1018
6,21,OH,5032,AVP,CLT,604,-9,810,-17,0,509
7,22,OO,5269,LAS,LAX,620,-3,738,-3,0,236
2,20,B6,641,BOS,CLE,1536,-7,1743,-9,0,563
12,22,WN,719,JAX,MDW,1830,4,2005,0,0,849
1,21,9E,5072,MSP,STL,1515,-5,1650,-16,0,448
6,20,OO,5481,SFO,LAX,1500,-4,1639,-28,0,337
10,22,WN,1531,MEM,MDW,1740,6,1915,2,0,480
1,20,UA,1897,LAX,ORD,1403,44,2009,,1,1744
9,20,AA,1496,SJU,PHL,1311,-3,1710,-13,0,1576
4,21,WN,1044,DEN,MSY,1935,1,2310,-8,0,1062
2,23,OO,3764,MFR,SLC,600,-6,855,-1,0,575
5,21,AS,832,LIH,SEA,810,-12,1700,-6,0,2701
5,19,AA,2331,CLE,DFW,1145,6,1338,,0,1021
12,21,DL,2342,LGA,MIA,1950,12,2304,-7,0,1096
11,20,F9,772,LAS,DEN,1440,-10,1740,-29,0,628
10,21,DL,1640,ATL,ORF,820,-2,946,-3,0,516
7,19,WN,27,DAL,HOU,1300,-3,1415,-20,0,239
10,19,AA,358,LGA,ORD,1630,-3,1819,-26,0,733
10,22,WN,2061,DAL,ELP,1935,17,2020,8,0,562
1,20,WN,1264,LAS,SMF,900,-3,1035,-12,0,397
10,21,OO,3566,SFO,SEA,620,-3,848,-27,0,679
12,19,NK,1440,FLL,CLE,1335,30,1626,41,0,1062
6,23,DL,1444,ATL,ROA,2237,26,2359,40,0,357
6,22,WN,2413,AMA,DAL,1950,-7,2100,-15,0,323
7,19,HA,577,KOA,HNL,2151,-15,2235,-9,0,163
7,22,WN,2884,LGA,STL,600,7,735,7,0,888
12,19,DL,1308,OMA,ATL,1326,-7,1639,-20,0,821
11,22,DL,2954,ATL,DAB,2235,-5,2358,-17,0,366
8,22,F9,82,MCO,DFW,707,-5,900,-5,0,985
1,20,AA,2536,DFW,MSY,1555,57,1718,57,0,447
9,22,UA,1964,IAD,SEA,815,10,1106,-25,0,2306
6,19,DL,1232,DCA,JFK,605,-1,715,-11,0,213
12,21,YX,4595,CMH,BOS,810,0,1006,-2,0,640
3,23,AS,193,LAX,ANC,1935,-10,10,-39,0,2345
7,21,UA,1084,ORD,MCO,1100,-6,1438,13,0,1005
5,22,OO,5017,MCW,FOD,1609,-5,1646,-15,0,61
10,21,DL,950,LAS,DTW,2340,1,628,2,0,1749
10,20,AA,1918,CLT,ORF,920,-6,1027,-9,0,290
2,22,B6,802,SLC,MCO,1625,-3,2236,-8,0,1931
1,21,AA,1118,RDU,ORD,610,-7,739,-12,0,646
9,22,OO,3864,MSP,RAP,1005,-4,1056,-19,0,489
5,21,AA,807,CLT,BNA,740,-3,806,-12,0,328
5,19,DL,604,RDU,BOS,1708,-7,1917,-25,0,612
6,23,WN,5100,MEM,DEN,2020,-6,2145,-8,0,872
3,22,AA,2559,DFW,MEM,1019,2,1149,-10,0,431
9,22,OO,3380,SBP,SAN,1225,-9,1332,-10,0,263
5,23,UA,1239,DEN,ORF,1730,113,2256,97,0,1553
12,20,UA,650,RSW,IAD,720,-10,942,-15,0,891
6,19,WN,2540,PHX,AUS,640,21,1050,13,0,872
2,23,AA,2452,CLT,ATL,1830,57,1945,58,0,226
7,19,9E,3499,TUL,ATL,1610,-3,1914,-14,0,674
3,23,G4,681,AZA,SGF,839,-6,1306,-15,0,1066
4,19,DL,1062,RDU,MCO,902,21,1051,10,0,534
10,21,UA,2495,SEA,DEN,1619,-7,2004,-8,0,1024
2,23,AA,2362,MIA,DCA,2015,18,2255,-10,0,919
2,22,B6,37,BDL,MCO,1612,6,1923,-8,0,1050
12,20,AA,1619,DFW,TPA,1717,-4,2039,-12,0,929
3,23,OO,5563,BIH,SFO,1450,-9,1608,-22,0,221
4,21,DL,1512,ATL,ORF,2159,-4,2331,-6,0,516
4,23,WN,3145,LAS,SBA,925,-6,1040,-13,0,289
12,22,9E,5301,BTR,ATL,1520,10,1758,-5,0,448
9,19,UA,1895,IAH,PHX,940,54,1025,42,0,1009
5,23,WN,1187,FLL,BNA,615,-1,735,-2,0,793
3,20,NK,295,ORD,IAH,2000,-5,2256,-27,0,925
1,21,OO,3821,OAK,SLC,600,-6,855,-24,0,588
12,21,DL,2079,DSM,ATL,1706,-1,2006,-7,0,743
2,20,OH,5296,CLT,RIC,724,-6,836,-8,0,257
9,21,OO,3338,SAN,SJC,900,-10,1026,-11,0,417
12,21,OO,3604,MSP,BIS,904,129,1047,138,0,386
4,23,OH,5551,ROC,DCA,1225,-12,1350,-14,0,296
3,19,YX,5891,CMH,LGA,755,61,941,59,0,479
6,22,DL,2994,SLC,ORD,1745,-6,2152,-25,0,1250
3,23,B6,353,FLL,SJU,1250,-7,1621,-15,0,1046
1,22,OO,4330,MQT,DTW,615,,742,,1,349
8,19,UA,2190,IAH,SAT,935,7,1033,6,0,191
8,19,NK,985,MSP,DTW,1215,-1,1500,1,0,528
7,20,WN,777,FLL,BWI,1205,-7,1440,-15,0,925
4,19,DL,1592,CHS,JFK,1110,-4,1307,-18,0,636
2,21,AA,1852,SJU,CLT,1555,-9,1853,-10,0,1475
2,21,G4,287,SFB,ABE,1121,-7,1343,-4,0,882
10,21,MQ,3639,MLI,ORD,1318,-5,1430,-15,0,139
10,19,UA,1882,LAX,EWR,2115,-12,515,-29,0,2454
9,20,F9,792,PDX,DEN,915,-7,1253,-18,0,991
8,19,AA,2287,AUS,JFK,735,-10,1228,-36,0,1521
3,23,AA,2083,SMF,CLT,2235,-4,618,-16,0,2244
6,21,YX,5697,LGA,ORD,2030,51,2204,20,0,733
12,19,UA,325,LAX,LAS,2045,-6,2157,-15,0,236
5,19,OO,5996,CLT,ORD,1545,-13,1705,-25,0,599
3,19,WN,2110,MKE,PHX,1355,-4,1540,-16,0,1460
3,23,UA,1027,EWR,ORD,1133,0,1309,-25,0,719
9,19,DL,1328,ATL,SNA,1000,-1,1134,-6,0,1919
7,21,OO,4804,DEN,MEM,956,-5,1318,-3,0,872
4,22,OO,5487,SFO,PHX,830,-5,1043,-32,0,651
10,21,B6,1486,PIT,BOS,1116,-2,1248,-8,0,496
7,22,OO,6258,ABQ,PHX,1854,-3,1920,17,0,328
3,22,WN,530,DEN,HOU,1230,6,1555,-4,0,883
6,20,DL,1608,SLC,BOI,1215,-3,1324,-14,0,290
10,20,9E,4941,MLU,ATL,1710,-5,1944,-20,0,448
4,20,OO,5858,PSC,DEN,1345,-10,1713,-32,0,852
3,23,AS,1190,SEA,SNA,1125,-1,1410,-6,0,978
10,19,WN,421,AUS,DEN,530,0,640,-1,0,775
2,21,DL,1693,STX,ATL,1555,-3,1905,-25,0,1638
1,20,9E,4807,MSP,CLE,829,264,1131,235,0,622
6,23,OO,4684,COS,DEN,1830,31,1930,22,0,73
4,19,UA,202,ORD,OGG,1020,-5,1440,-12,0,4184
6,22,NK,1848,MCO,MKE,600,14,755,18,0,1066
12,19,WN,5518,BUR,LAS,720,-4,835,-22,0,223
7,22,YX,4785,CLT,CAE,1805,-3,1859,-3,0,88
5,23,OO,3656,SJC,LAX,750,-6,929,-9,0,308
2,21,DL,2099,MSP,BOS,800,-2,1143,4,0,1124
3,22,WN,2279,RDU,ATL,605,1,735,-6,0,356
4,22,OO,4482,MSP,MKE,752,-5,908,49,0,297
11,22,WN,1704,LAS,SLC,2155,52,15,41,0,368
1,20,YV,5937,DFW,BMI,1312,-3,1506,-13,0,690
11,22,UA,606,EWR,BOS,730,-4,845,-8,0,200
7,19,OO,5834,ASE,SFO,1305,159,1442,152,0,848
6,21,WN,1365,MDW,MCO,1250,16,1625,2,0,990
4,22,F9,1758,TPA,CVG,1254,-7,1511,6,0,773
6,23,OH,5175,SDF,CLT,1725,57,1858,61,0,335
1,21,9E,5056,DTW,LAN,2130,-4,2225,-23,0,74
2,22,AA,1323,CLT,ORF,1829,12,1942,-2,0,290
12,22,AA,2098,ORD,PHL,1106,-2,1357,-12,0,678
10,22,F9,974,ONT,DEN,1046,5,1406,13,0,819
2,23,WN,3121,LAX,BWI,1135,-1,1930,-25,0,2329
6,22,9E,5134,CVG,EWR,1744,-2,1947,-24,0,569
2,23,OO,3955,ATL,BMI,2145,-6,2236,-11,0,533
1,22,YV,6157,IAD,RIC,1045,2,1138,-4,0,100
8,19,B6,998,ANC,SEA,58,-1,521,-13,0,1448
5,19,B6,737,BDL,MCO,700,-5,954,-20,0,1050
2,21,MQ,4111,DFW,JAN,1015,59,1149,41,0,408
5,21,9E,4766,DTW,BTV,2135,-8,2318,-23,0,537
9,19,NK,831,AVL,FLL,940,-7,1146,8,0,660
12,21,AA,777,IAH,LAX,600,-11,751,-33,0,1379
11,21,9E,4662,RIC,DTW,1200,-5,1354,-16,0,456
11,21,WN,2039,PHX,SJC,1010,4,1115,-1,0,621
3,23,NK,1461,IAH,MCO,1323,33,1640,37,0,854
5,19,OO,4169,DTW,OMA,1600,239,1705,229,0,651
12,20,OH,5230,PNS,DFW,923,-3,1135,-8,0,604
12,21,MQ,4023,ORD,DCA,600,-3,859,-7,0,612
8,23,F9,2737,DFW,ONT,1148,-8,1251,-23,0,1188
5,19,MQ,3538,ORD,SYR,1150,-2,1434,3,0,607
2,23,OO,5680,IAH,ASE,1157,-3,1400,-2,0,913
6,20,WN,6817,RSW,MDW,1400,-3,1555,-18,0,1105
9,22,OO,3879,SLC,SUN,1115,0,1219,9,0,222
12,21,OO,5024,DEN,SGU,1210,-2,1359,-7,0,517
1,23,WN,823,STL,ATL,1555,-2,1825,-12,0,484
8,19,DL,926,MSP,MKE,2249,52,2356,41,0,297
6,23,WN,921,LAS,DEN,1145,2,1435,15,0,628
3,20,AA,764,IAH,CLT,1011,,1345,,1,912
8,22,DL,2758,RDU,ATL,515,-2,631,-3,0,356
1,22,WN,661,DCA,STL,1255,-3,1420,-28,0,719
4,21,WN,215,MDW,RSW,1730,3,2115,-12,0,1105
5,21,YX,5651,DTW,GSP,2110,-9,2246,-12,0,508
11,21,OH,5595,ROC,DCA,1804,5,1924,27,0,296
1,21,WN,2306,BWI,MDW,2100,8,2205,-3,0,611
1,21,WN,3376,LGB,SMF,1915,-10,2040,-17,0,387
9,19,WN,1981,LAS,BUR,1000,-4,1110,-11,0,223
12,20,WN,1190,ATL,HOU,1955,26,2120,29,0,696
11,19,AS,396,SEA,GEG,1520,-1,1625,-6,0,224
4,19,AA,1217,ORD,PSP,1216,-5,1430,-18,0,1652
10,22,WN,1141,MIA,HOU,1755,27,1940,33,0,955
3,23,OO,4272,DTW,CIU,1757,-11,1914,-23,0,284
8,23,YX,4695,XNA,LGA,615,-10,1022,-26,0,1147
7,22,WN,3087,SAN,SMF,800,-3,940,-7,0,480
1,21,OO,5207,IAH,TLH,1354,-7,1645,-11,0,658
7,19,B6,2,FLL,JFK,1755,211,2109,202,0,1069
4,23,WN,533,BWI,ISP,1100,13,1205,9,0,220
3,21,UA,2391,ORD,LAS,2000,7,2215,-10,0,1514
1,20,OO,4307,SLC,COS,2040,41,2223,22,0,411
5,23,AS,385,BOS,SEA,1955,-12,2315,-39,0,2496
3,23,YX,4256,IAH,PHL,700,-12,1117,-5,0,1325
7,23,NK,262,PHL,DFW,2125,31,2359,82,0,1303
9,22,YX,4805,BOS,ORD,1530,-14,1728,-40,0,867
10,19,YV,6078,CVG,IAH,705,-6,844,-2,0,871
6,21,YX,5855,ATL,MDT,910,-4,1102,-9,0,620
9,20,WN,634,DEN,MCI,1455,-4,1725,-8,0,533
11,21,DL,2299,ATL,ECP,1215,-5,1214,-14,0,240
1,20,WN,2598,DEN,HOU,1105,16,1440,-6,0,883
6,22,G4,308,PIA,LAS,2125,190,2252,191,0,1413
10,19,DL,1795,MIA,ATL,1439,6,1630,6,0,594
10,22,WN,2430,ROC,MCO,710,0,950,-5,0,1033
10,19,DL,1619,RDU,MSP,1700,-7,1854,-32,0,980
4,22,NK,1780,BWI,IAH,731,1,1000,14,0,1235
4,19,YX,3622,EWR,SRQ,915,11,1217,6,0,1034
