MONTH,YEAR,AIRLINE_CODE,FL_NUMBER,ORIGIN,DEST,SCHEDULED_DEPARTURE,DEP_DELAY,SCHEDULED_ARRIVAL_TIME,ARR_DELAY,CANCELLED,DISTANCE
8,22,WN,2961,SMF,BUR,625,-3,740,-5,0,358
4,23,DL,2215,PVD,ATL,1328,10,1611,4,0,903
8,22,AA,1944,DCA,TPA,1159,33,1419,36,0,814
3,19,G4,2153,IAG,SFB,1150,-10,1426,-18,0,996
9,21,UA,505,SFO,IAH,2355,-4,541,-15,0,1635
4,21,OO,4086,DTW,BNA,1230,-5,1307,-14,0,456
3,19,MQ,3417,JLN,DFW,1331,-7,1458,-14,0,327
11,22,DL,1415,TPA,ATL,1511,-2,1643,-7,0,406
5,22,OO,4729,MRY,SFO,1432,2,1530,-13,0,77
2,22,AA,2146,MCO,PHL,737,0,959,1,0,861
6,21,DL,2070,AUS,MSP,1410,-2,1659,-23,0,1042
10,22,AA,1626,LGA,DFW,930,-9,1232,-33,0,1389
1,22,AA,1153,RDU,MIA,1708,-3,1928,-7,0,700
5,21,OH,5157,CLT,IAD,2224,-7,2353,-17,0,322
2,21,OO,3065,DFW,LFT,2045,2,2223,2,0,351
5,21,DL,751,PHL,SLC,1810,0,2119,-37,0,1927
10,22,DL,2162,FLL,MSP,1435,-7,1722,-9,0,1487
8,19,OO,3571,MSP,DFW,1520,-4,1802,25,0,852
12,19,NK,732,AUS,MCO,1245,-4,1622,-27,0,994
2,19,WN,878,MSP,ATL,1450,-4,1820,-20,0,907
11,19,DL,3018,DFW,DTW,1811,-1,2149,-14,0,986
6,19,UA,373,ORD,PHX,1305,5,1454,-12,0,1440
6,23,DL,2733,MSP,BOI,2150,35,2352,31,0,1142
12,19,WN,5563,STL,BNA,1750,8,1855,3,0,272
2,23,OO,3939,AVL,ATL,1705,15,1815,0,0,164
2,22,F9,1530,ATL,EWR,1007,-6,1230,-25,0,746
4,20,UA,516,PDX,ORD,630,,1228,,1,1739
8,20,AA,1987,CLT,CLE,1137,-8,1309,-10,0,430
3,20,YV,5757,FLG,PHX,1007,-10,1110,0,0,119
11,21,WN,3168,SMF,PHX,1340,4,1630,5,0,647
4,22,AA,2297,BOS,DFW,1224,-3,1550,-4,0,1562
9,22,NK,863,LBE,MCO,1833,-7,2055,-7,0,823
4,21,AA,999,SAT,PHX,1615,-11,1656,-13,0,843
5,19,9E,5033,CLE,JFK,1205,-5,1356,-31,0,425
8,22,B6,918,JFK,BOS,2030,-8,2158,-20,0,187
2,20,OH,5441,SDF,CLT,1525,119,1703,108,0,335
7,23,F9,664,SFO,DEN,545,-7,921,-23,0,967
9,21,AS,810,SEA,SNA,1202,-3,1450,-1,0,978
3,19,YX,4422,DCA,MEM,2000,-5,2133,37,0,762
10,22,UA,489,DEN,IAH,1541,194,1909,168,0,862
12,21,WN,6305,BNA,VPS,2105,-9,2225,-24,0,389
2,23,AA,2846,DFW,SLC,923,15,1110,27,0,989
8,22,DL,1084,MSP,SFO,710,-6,919,-19,0,1589
7,22,DL,2560,ATL,MLB,2055,-1,2226,-11,0,442
6,22,NK,1971,DFW,PHX,1109,-9,1144,-21,0,868
8,21,WN,2332,TUL,HOU,640,-5,815,-9,0,453
9,19,UA,1729,GEG,DEN,700,-6,1009,-16,0,836
9,22,OO,4073,DTW,HPN,1010,-2,1151,-13,0,505
6,21,UA,212,IAH,RSW,1715,28,2032,18,0,861
9,21,OO,5500,PNS,IAH,700,-3,847,-9,0,489
5,21,OO,3091,ORD,CHS,930,-9,1251,-20,0,760
2,20,9E,4997,DTW,BUF,955,-1,1119,-15,0,241
7,22,B6,202,MIA,JFK,800,38,1053,41,0,1089
7,21,DL,2156,LAX,TPA,1100,0,1850,-11,0,2158
9,21,G4,587,BNA,FNT,715,-9,943,-5,0,497
11,19,AA,1221,CLT,EWR,1328,3,1527,-6,0,529
3,22,DL,702,SLC,ATL,1340,0,1915,-12,0,1590
5,21,OH,5310,CLT,GSP,1628,-1,1717,-14,0,75
8,22,UA,2131,PHX,EWR,1121,-3,1922,-9,0,2133
7,22,WN,409,MCI,MSY,1025,2,1215,6,0,689
8,21,UA,2288,ORD,IAH,740,-4,1016,-9,0,925
10,19,UA,2362,ICT,DEN,620,-12,656,-26,0,420
8,19,WN,2243,CVG,BWI,605,-6,735,-12,0,430
4,19,WN,2297,PHX,HOU,930,9,1355,5,0,1020
12,22,G4,660,AZA,GTF,1719,-6,1947,22,0,978
10,21,DL,1480,RIC,ATL,600,-4,740,-11,0,481
9,22,AA,1289,DCA,SRQ,838,15,1110,1,0,851
10,21,OO,5070,DEN,PIR,2110,,2334,,1,385
4,22,OH,5062,CAK,DCA,731,-3,850,-14,0,274
2,21,YV,5919,BHM,DFW,1300,187,1514,173,0,597
8,22,G4,2357,SFB,LEX,1336,-2,1525,-2,0,667
11,22,OO,5839,BFL,DEN,520,-7,850,-25,0,845
4,19,DL,2981,SNA,ATL,1420,7,2135,-12,0,1919
1,20,YX,5984,LGA,MCI,1114,0,1400,-26,0,1107
11,20,DL,2030,SLC,STL,935,-11,1314,9,0,1156
6,21,WN,462,OAK,SNA,2030,16,2200,0,0,371
10,21,UA,1270,MIA,EWR,1900,11,2205,19,0,1085
6,23,AA,1912,ORF,CLT,906,0,1031,-20,0,290
9,19,AS,783,EWR,SJC,1825,-9,2200,-7,0,2548
5,20,YX,4424,MEM,CLT,1629,-9,1916,-10,0,511
12,21,AA,1319,IAD,AUS,2020,-10,2259,-19,0,1297
8,21,WN,1754,HOU,DAL,730,29,835,16,0,239
7,23,UA,2636,CLE,MCO,935,-2,1159,-7,0,895
11,21,WN,427,ATL,JAN,830,-4,845,-7,0,341
11,19,YX,4696,MIA,JAX,1342,-3,1458,-2,0,335
5,22,B6,1701,JFK,FLL,1443,4,1758,-31,0,1069
10,22,DL,1180,LAS,CVG,2255,-5,526,11,0,1678
9,22,DL,1452,AVL,ATL,1951,75,2059,51,0,164
10,19,OO,5028,VEL,DEN,1005,2,1124,-10,0,259
4,19,UA,2175,ORD,MSN,1435,14,1527,4,0,109
9,21,AA,1286,MIA,RDU,2155,-4,10,-21,0,700
10,20,YV,6162,MSP,IAH,1015,-1,1316,-15,0,1034
12,19,WN,2395,DAL,LBB,845,7,1000,-4,0,293
10,22,NK,762,ATL,ORD,1725,-5,1840,-14,0,606
2,20,YV,6259,IAH,OMA,947,-2,1204,-25,0,781
8,20,UA,1615,CLE,SFO,730,-13,937,-23,0,2161
4,19,WN,1862,FLL,BWI,600,-6,825,-7,0,925
8,21,WN,103,MIA,BNA,1200,2,1325,50,0,806
12,19,9E,3340,ROC,LGA,1159,82,1319,146,0,254
7,23,YX,4604,LGA,CMH,1215,69,1408,60,0,479
3,19,DL,2660,ATL,BNA,846,-3,857,-14,0,214
8,21,9E,5252,ATL,ROA,1624,-5,1753,-9,0,357
1,22,DL,832,MSP,BOS,1555,-1,1939,-20,0,1124
9,21,AS,1097,IAD,LAX,1700,,1929,,1,2288
12,21,OO,2974,DFW,HSV,1305,-5,1455,-14,0,603
5,23,WN,1861,MDW,MSP,1505,8,1635,-8,0,349
9,20,YX,4671,CMH,CLT,1159,-6,1330,-4,0,347
1,20,YX,4520,PHL,IND,2050,-8,2258,-4,0,588
3,19,NK,719,SEA,LAS,1717,2,1944,-4,0,867
12,22,F9,2159,MIA,LAS,2004,366,2250,334,0,2174
2,20,OO,5056,LAX,SCK,1242,78,1418,56,0,315
12,20,MQ,3928,ALO,ORD,1617,-9,1728,-6,0,234
10,19,WN,972,BUR,LAS,825,-3,935,-15,0,223
3,19,WN,2182,SFO,LAS,520,-4,650,-18,0,414
3,22,AS,59,PHX,PDX,1025,-8,1315,-9,0,1009
4,19,UA,1874,IAH,DEN,1230,-5,1357,0,0,862
5,23,YX,4549,SDF,DCA,607,-10,745,-20,0,474
10,19,OO,5642,OKC,IAH,1405,-9,1540,-9,0,395
10,22,OO,6267,PHX,SBP,1003,-6,1147,6,0,509
3,19,YX,4687,CLT,IND,1947,23,2124,38,0,427
12,22,UA,1434,IAH,SFO,1225,3,1450,-10,0,1635
3,22,MQ,3640,GSO,MIA,710,-5,918,-20,0,710
8,20,MQ,3495,ORD,ALB,1455,2,1757,9,0,723
4,23,B6,1534,TPA,BDL,1305,1,1604,-10,0,1111
1,20,HA,348,HNL,KOA,1500,8,1550,4,0,163
1,22,AS,50,BRW,ANC,1719,25,1912,22,0,725
4,19,NK,476,PIT,MYR,1230,-13,1402,-23,0,475
4,20,WN,1133,BNA,LAS,1810,,2005,,1,1587
12,22,UA,395,RSW,EWR,1234,-8,1530,-8,0,1068
3,20,MQ,3377,LIT,DFW,1219,,1341,,1,304
1,22,YX,4999,CLT,HHH,1810,-11,1926,-4,0,207
12,22,WN,1266,LGA,MSY,1435,11,1705,6,0,1183
5,21,DL,2038,SAV,ATL,1749,8,1855,4,0,214
6,19,AA,501,LAS,LAX,1840,106,2003,90,0,236
3,21,YX,5641,JFK,BOS,1645,-7,1803,-31,0,187
3,20,WN,3216,MCO,MDW,1645,-5,1840,-10,0,990
3,20,B6,2718,FLL,JAX,1817,-8,1939,-22,0,319
3,20,AA,1006,DFW,SLC,1044,,1243,,1,989
8,19,WN,4322,MCI,IND,845,-4,1105,-6,0,451
1,22,OH,5031,GSP,DCA,745,,910,,1,396
11,19,DL,2711,BWI,ATL,1011,-7,1208,-15,0,577
7,19,AS,417,LAX,SEA,955,-8,1245,-11,0,954
11,19,UA,1955,IAH,DCA,1948,-10,2344,-32,0,1208
1,20,YV,6270,IAH,MSP,1815,-8,2111,11,0,1034
5,22,NK,6,FLL,ORD,1715,20,1928,19,0,1182
7,22,NK,433,BOS,MCO,1959,-14,2309,-20,0,1121
8,22,OO,6306,PHX,PDX,1332,-7,1626,-13,0,1009
4,22,OO,5511,ORD,DTW,1444,7,1711,3,0,235
8,23,YX,3486,IND,ORD,605,-4,620,-25,0,177
5,22,B6,333,BOS,SFO,2023,56,12,6,0,2704
1,21,OH,5420,CLT,MKE,905,7,1017,2,0,651
6,21,B6,1492,RSW,PVD,1845,-10,2137,-8,0,1200
10,22,WN,450,BUR,SMF,1830,-2,1950,-9,0,358
5,19,AA,773,CLT,MSY,1614,222,1715,235,0,651
1,20,WN,483,LGA,MDW,1615,12,1755,-17,0,725
5,23,AA,2192,DCA,RSW,825,-7,1111,6,0,892
3,22,WN,2244,RSW,BNA,905,-2,1025,-16,0,722
7,19,YV,5955,DFW,CHS,738,,1115,,1,987
11,20,B6,74,LAX,EWR,2338,-12,807,-41,0,2454
9,21,OH,5075,BTV,PHL,1305,-8,1434,-11,0,335
10,22,AA,2147,BOS,DCA,1430,24,1609,68,0,399
10,22,AA,472,DFW,DCA,1714,18,2100,19,0,1192
11,20,UA,717,BOS,LAX,1800,-11,2122,-9,0,2611
5,22,OO,3007,FLG,PHX,1211,-3,1305,-7,0,119
12,19,WN,278,PHX,DEN,1410,72,1555,62,0,602
2,19,DL,2009,ATL,BWI,1638,-4,1826,-16,0,577
11,19,NK,449,STX,FLL,1705,18,1903,18,0,1140
9,19,MQ,3914,JLN,DFW,604,-12,733,-20,0,327
4,23,AA,1541,SFO,LAX,815,-8,936,-5,0,337
1,23,AS,162,ANC,SEA,155,-14,617,-12,0,1448
11,21,MQ,3508,PNS,MIA,600,-8,841,-20,0,530
8,21,UA,2258,DEN,BWI,1755,23,2321,22,0,1491
4,21,DL,860,RSW,ATL,1600,-10,1749,-21,0,515
4,23,HA,46,OGG,SJC,1110,-2,1915,-27,0,2355
12,19,WN,1291,SFO,SAN,900,-6,1040,-21,0,447
7,20,DL,681,ATL,GSP,1357,-5,1445,-5,0,153
1,19,OH,5527,BGR,DCA,1405,46,1619,17,0,590
8,20,F9,271,ORF,DEN,1302,0,1506,-18,0,1553
9,21,YX,5780,CMH,LGA,1045,-2,1228,-13,0,479
6,21,AA,1170,MIA,BOS,1340,1,1701,-6,0,1258
5,23,OO,3926,SJC,LAX,1000,-4,1139,-16,0,308
6,19,DL,709,BOI,MSP,1044,-6,1424,-12,0,1142
6,20,AA,706,DFW,DEN,1435,-6,1539,-12,0,641
4,21,UA,2658,ORD,DEN,700,-1,843,-3,0,888
10,19,F9,693,CID,DEN,1456,-7,1608,-13,0,692
10,21,HA,107,KOA,HNL,600,-5,644,-5,0,163
3,22,9E,5312,JFK,BWI,2150,-1,2311,18,0,184
6,21,UA,506,ONT,DEN,1348,161,1705,151,0,819
10,19,WN,3999,SLC,LAS,1040,7,1100,0,0,368
7,23,UA,2379,SEA,IAH,2359,11,614,-9,0,1874
11,22,NK,3927,MCO,LGA,1325,5,1558,7,0,950
6,22,DL,670,BOS,SLC,1840,39,2215,6,0,2105
6,21,DL,2512,CVG,ATL,710,-1,849,-13,0,373
7,19,B6,1246,CLT,BOS,1106,-5,1322,-16,0,728
10,20,OO,3553,SEA,EUG,1345,-6,1505,-33,0,234
6,19,DL,2824,ATL,MSY,1622,3,1656,8,0,425
1,23,WN,1411,SAT,BWI,600,0,1010,-11,0,1407
1,22,WN,942,STL,DEN,850,-2,1025,-7,0,770
11,21,DL,2878,ECP,ATL,700,23,908,24,0,240
9,19,UA,2309,DEN,SEA,810,-9,1008,-19,0,1024
5,20,WN,364,ATL,DAL,1630,-5,1745,-30,0,721
3,22,UA,353,SFO,SAN,1645,52,1823,44,0,447
6,23,DL,1809,ATL,STX,943,-1,1335,-21,0,1638
2,21,DL,2163,EGE,ATL,1325,1,1827,-3,0,1312
6,19,OO,5267,ORD,BIL,1950,12,2201,-5,0,1061
7,22,OO,5563,TYS,ORD,1354,-10,1455,-27,0,475
4,20,WN,1271,MSY,OAK,1620,17,1900,14,0,1903
11,22,WN,3844,ATL,STL,1225,7,1310,-6,0,484
2,23,AS,739,PHX,SEA,1530,-10,1740,-22,0,1107
2,20,F9,2123,LAS,SNA,1851,-2,1958,-5,0,226
6,23,MQ,3745,DFW,SGF,1855,-4,2016,-6,0,364
7,19,WN,1182,LAX,SJC,620,0,730,1,0,308
2,20,DL,498,ATL,DEN,1500,-5,1626,-20,0,1199
8,19,YX,4360,OKC,DCA,804,-4,1200,-2,0,1158
8,19,DL,2414,LAS,SEA,1125,5,1404,-9,0,867
1,20,UA,2056,LAS,SFO,1503,-6,1649,-4,0,414
8,23,UA,2424,LAX,BOS,2300,-8,742,-23,0,2611
12,22,UA,2446,FLL,EWR,1628,1,1930,1,0,1065
4,22,B6,534,SFO,BOS,1456,9,2344,18,0,2704
7,22,AA,807,ORD,DCA,1327,-7,1618,-10,0,612
12,22,B6,2392,MIA,JFK,1400,-9,1659,-13,0,1089
8,21,OO,4703,DEN,MLI,1746,13,2052,18,0,752
2,19,F9,1094,MCO,ISP,1600,13,1833,7,0,971
7,19,YV,5759,PSP,PHX,950,-6,1100,-15,0,261
11,22,G4,1438,MDW,TYS,1400,-3,1626,-8,0,459
2,23,AA,2455,MSY,CLT,1102,-1,1352,-11,0,651
1,22,OO,5026,ORD,SUX,915,73,1109,44,0,436
3,20,DL,1416,SRQ,MSP,1620,-2,1854,-9,0,1342
9,21,DL,2072,LGA,TPA,720,85,959,84,0,1010
12,19,WN,2519,AUS,DAL,830,11,930,4,0,189
3,23,DL,2364,TLH,ATL,1421,-6,1538,-24,0,223
9,20,DL,487,DFW,SLC,1117,-3,1258,-2,0,989
4,21,WN,1640,PIT,MCO,750,-4,1010,-22,0,834
3,20,9E,4975,ATL,AGS,942,-2,1042,-4,0,143
4,22,YX,3700,EYW,IAD,1336,-10,1617,2,0,1023
3,22,UA,261,AUS,IAH,1607,81,1722,75,0,140
11,19,WN,14,HOU,DAL,1000,0,1105,-10,0,239
7,23,B6,2229,BOS,MKE,715,43,849,30,0,860
8,21,MQ,4234,CHA,DFW,610,18,723,8,0,695
1,22,WN,2412,AUS,PHX,1610,-5,1750,-23,0,872
7,19,NK,847,LGA,ORD,959,-12,1149,-38,0,733
1,19,DL,1158,MCO,ATL,1925,-4,2107,-16,0,404
5,20,YV,5903,DFW,HSV,1329,,1513,,1,603
3,20,DL,1436,LAX,JFK,605,-5,1423,-26,0,2475
5,22,WN,2720,TUL,STL,530,-2,645,-6,0,351
8,23,G4,1142,PIT,SFB,1532,10,1738,5,0,809
8,21,NK,1206,DFW,MCO,1457,-3,1847,19,0,985
9,19,WN,2368,STL,HOU,1340,-5,1555,-2,0,687
11,20,B6,643,EWR,PBI,700,-12,942,-12,0,1023
11,19,AA,1749,CLT,PIT,2025,108,2152,88,0,366
6,21,WN,1476,SJC,LAX,1550,77,1710,62,0,308
2,20,OO,3242,FNT,ORD,544,-2,615,-21,0,223
2,22,YX,4639,DCA,PVD,938,57,1106,46,0,356
12,19,DL,2912,LGA,FLL,800,63,1112,74,0,1076
6,21,G4,1626,PGD,DAY,1731,23,1949,28,0,904
4,21,AA,1370,ORD,DEN,1735,0,1916,-24,0,888
1,20,OO,4164,SLC,RAP,931,2,1125,-7,0,508
10,19,UA,644,AUS,DEN,1650,-7,1808,-16,0,775
2,19,G4,141,GTF,LAS,1613,6,1721,-6,0,811
11,20,OH,5452,AVP,CLT,614,-5,827,-14,0,509
2,23,WN,767,MDW,LAS,1420,21,1620,37,0,1521
5,21,AA,2455,BOS,PHL,550,-6,724,-21,0,280
8,21,OH,5491,ORF,PHL,1605,47,1716,79,0,212
3,22,HA,48,HNL,OAK,1150,-1,2005,2,0,2409
12,19,AA,1158,PIT,LGA,926,-4,1059,-15,0,335
6,21,AS,70,ANC,JNU,1855,-10,2030,-13,0,571
10,21,AA,1383,XNA,DFW,1836,64,2002,39,0,280
12,20,OO,3881,CID,MSP,1255,-5,1408,-18,0,220
5,19,AA,2306,PHL,SFO,1820,,2137,,1,2521
5,19,WN,2197,DAL,BOS,1030,21,1515,3,0,1554
4,22,UA,2138,ORD,EWR,1541,80,1859,93,0,719
4,22,WN,442,CMH,HOU,955,9,1150,-10,0,1001
1,23,WN,2596,PHX,DEN,1810,6,2000,-5,0,602
10,20,OO,3529,PDX,SEA,1540,-6,1642,-22,0,129
6,22,OH,5538,GPT,CLT,720,-8,1012,6,0,577
5,21,WN,321,SNA,OAK,830,0,955,-7,0,371
4,19,OH,5325,SDF,DCA,1451,-9,1629,-10,0,474
11,21,UA,2673,RSW,DEN,1555,20,1803,15,0,1607
4,19,DL,1516,ORD,ATL,954,-2,1248,9,0,606
1,23,YX,4346,LGA,STL,640,-10,836,-21,0,888
10,21,OO,3495,PDX,SLC,2031,-10,2325,-14,0,630
12,21,OO,3260,FWA,ORD,1551,14,1603,-7,0,157
7,19,G4,2912,BNA,CID,900,-2,1032,-13,0,481
9,22,DL,2642,JAN,ATL,749,-7,1011,-19,0,341
2,20,UA,2089,PIT,DEN,828,-1,1011,-18,0,1290
4,21,AA,946,PHX,RNO,1323,-2,1534,-28,0,601
5,20,YX,5646,DTW,SDF,2011,-10,2127,-22,0,306
8,23,WN,3680,LAX,STL,605,7,1145,-17,0,1592
5,23,DL,752,DTW,ATL,902,-1,1103,-11,0,594
6,20,OO,4545,SLC,TUS,2049,-5,2141,-14,0,601
7,22,OO,5483,ORD,OMA,1305,-6,1443,-10,0,416
2,21,WN,2470,DEN,MCI,800,-2,1040,-9,0,533
11,19,AA,2225,DFW,FAT,918,-1,1103,-31,0,1313
9,22,AA,1180,BOS,CLT,1326,0,1545,-11,0,728
10,21,DL,2547,MSP,CMH,2055,-17,2344,-27,0,626
3,19,UA,2101,AUS,IAH,1219,-5,1325,2,0,140
3,22,OH,5054,CLT,ILM,905,-4,1016,25,0,185
9,22,AA,1979,PHL,MCO,700,7,932,-1,0,861
3,22,AA,1290,AUS,MIA,1207,7,1539,-2,0,1103
8,22,OH,5610,CLT,ORF,1059,-6,1220,-15,0,290
7,23,AS,69,KTN,JNU,2028,-21,2125,-27,0,234
5,22,AS,117,SFO,DAL,930,7,1505,-8,0,1476
4,21,9E,4695,DTW,SYR,1000,0,1129,-9,0,374
9,22,AA,1097,CLT,BDL,1100,-5,1306,-8,0,644
1,20,DL,1156,DTW,PBI,820,7,1140,-19,0,1086
1,20,WN,5157,DEN,BNA,625,-5,955,-7,0,1014
1,21,WN,3155,ELP,HOU,600,0,850,-12,0,677
10,22,DL,2764,SEA,MCO,2300,77,719,81,0,2554
3,21,DL,947,SLC,DTW,1215,52,1737,35,0,1481
11,21,AA,2934,CLT,SAT,1059,-1,1307,-14,0,1095
1,23,DL,522,HNL,SEA,1356,-3,2155,-8,0,2677
9,22,DL,1183,EVV,ATL,600,5,818,7,0,350
2,23,DL,1309,STL,SLC,1415,-5,1640,-30,0,1156
10,22,YV,6144,JAX,IAD,1408,-3,1604,-13,0,630
5,23,9E,4867,ATL,CSG,2050,31,2142,15,0,83
6,23,B6,946,BNA,BOS,1320,93,1654,101,0,942
10,19,DL,1360,ATL,PNS,1505,1,1517,-5,0,271
11,22,UA,1379,JAX,IAD,1920,18,2107,13,0,630
11,21,YX,3634,IAD,ROC,1245,-6,1407,-7,0,288
5,20,B6,1502,FLL,JFK,1258,-9,1546,-19,0,1069
6,22,HA,289,ITO,HNL,1445,17,1540,20,0,216
4,22,B6,261,BOS,SJU,2014,63,12,67,0,1674
2,19,UA,2092,BWI,IAH,600,-3,835,2,0,1235
7,19,DL,2782,LGA,BOS,1900,55,2025,35,0,184
10,20,WN,1227,DEN,ICT,1220,14,1435,,0,420
5,22,WN,1489,SAN,OAK,1320,15,1450,7,0,446
11,22,WN,1546,PVD,TPA,1550,43,1905,48,0,1136
5,22,9E,4915,DSM,DTW,635,-3,919,-13,0,534
12,21,AA,966,DCA,PBI,1344,-3,1620,-20,0,857
4,23,AA,2146,MSP,CLT,1351,4,1721,3,0,930
5,21,OO,5366,ORD,CVG,1405,-1,1624,-4,0,264
8,19,WN,2236,SAN,OAK,1025,-1,1200,-17,0,446
9,21,AA,884,DCA,DFW,1101,-3,1314,-6,0,1192
7,19,AA,2249,LAX,LAS,1118,-4,1234,-15,0,236
12,21,OH,5529,CLT,TLH,900,-1,1036,15,0,386
5,20,DL,763,SLC,MSP,815,-6,1141,-11,0,991
1,23,F9,740,DEN,TPA,1213,-10,1744,-28,0,1506
7,23,YX,4700,DCA,CMH,700,21,832,17,0,323
5,23,WN,2102,STL,LGA,1340,-1,1700,26,0,888
2,19,OO,4301,ABE,DTW,1231,-8,1427,-15,0,425
1,21,MQ,3602,DSM,DFW,715,-3,935,-1,0,624
4,19,OO,2963,SLC,LAX,1447,-6,1549,-19,0,590
7,19,DL,2560,ORD,MSP,1530,-3,1705,-2,0,334
10,21,OO,4253,GJT,SLC,625,-8,721,-6,0,216
1,21,AA,1694,DFW,DEN,2020,-5,2137,-10,0,641
9,19,B6,72,SLC,JFK,2359,-6,614,-16,0,1990
1,20,OO,5614,LAX,EUG,2043,-9,2306,-6,0,748
6,19,WN,1419,PHX,SFO,1200,,1400,,1,651
12,20,AA,1308,MIA,ORD,1935,-8,2156,-46,0,1197
1,19,B6,1480,FLL,DCA,950,28,1215,25,0,899
2,21,MQ,3368,ICT,DFW,940,,1116,,1,328
3,22,MQ,4185,ELP,DFW,640,-5,931,-16,0,551
6,22,NK,470,DFW,LAX,1031,59,1148,46,0,1235
11,19,G4,85,RAP,LAS,2119,-6,2234,-11,0,843
1,22,AA,1611,PHX,LAS,845,-10,855,-12,0,255
4,22,OH,5379,CLT,HSV,1315,-8,1350,-18,0,333
9,21,DL,1303,MSP,AUS,2115,3,2358,-22,0,1042
2,19,9E,3492,CVG,MSP,1100,-4,1212,-16,0,596
6,22,AA,1803,MIA,DCA,1340,72,1617,96,0,919
4,23,YX,4493,LGA,BNA,1200,-5,1333,-10,0,764
7,22,DL,679,DTW,RSW,1803,-5,2051,-10,0,1084
8,21,AA,2585,DFW,ORD,2231,103,59,82,0,801
8,23,DL,2646,SAN,SLC,1914,16,2215,6,0,626
1,23,AA,671,RDU,MIA,630,216,849,193,0,700
6,23,YX,3431,EWR,CVG,948,0,1156,62,0,569
2,22,YX,4623,PIT,LGA,1837,-13,2010,7,0,335
4,22,OH,5022,CLT,CLE,840,5,1017,25,0,430
12,21,WN,16,DAL,SAV,1120,-3,1430,-6,0,914
7,19,WN,3078,LAS,SMF,1605,1,1735,-10,0,397
4,20,WN,1425,DEN,TPA,1015,-3,1550,-13,0,1506
1,23,WN,3412,PHX,LAX,1315,23,1340,15,0,370
2,19,NK,1435,PHL,RSW,1055,-9,1350,-19,0,993
2,21,YX,4727,CHS,CLT,1618,-8,1731,-12,0,168
1,20,WN,3320,LAS,RNO,1945,2,2105,-11,0,345
1,21,UA,1927,FLL,EWR,1630,-8,1928,-22,0,1065
9,21,OO,5078,GCC,DEN,545,-3,709,-16,0,313
1,23,UA,2081,EWR,SEA,1916,3,2238,-26,0,2402
1,21,WN,384,BOI,DEN,1440,5,1625,-6,0,649
7,22,AA,898,DFW,TPA,1352,27,1719,17,0,929
8,22,B6,2116,SFO,JFK,1235,-3,2124,-22,0,2586
2,23,UA,1770,LGA,ORD,1110,-4,1254,24,0,733
4,19,DL,1642,ORF,ATL,1655,-6,1848,-22,0,516
7,19,WN,2227,MCO,FLL,1100,-3,1215,-20,0,177
9,21,DL,2841,ATL,AUS,2240,0,2356,1,0,813
3,19,AA,1149,ELP,DFW,600,6,848,0,0,551
8,21,AA,2045,MIA,SFO,829,-1,1132,-5,0,2585
11,21,YX,3598,ORD,RDU,800,-2,1106,-16,0,646
11,19,B6,2617,JAX,FLL,2013,6,2128,9,0,319
9,20,OO,5408,SLC,LAX,645,-7,745,-25,0,590
3,21,AS,66,YAK,JNU,1705,-8,1755,-16,0,198
6,19,OO,5052,AVL,ORD,1000,28,1101,31,0,536
9,22,WN,5715,SAN,DEN,815,-2,1135,-8,0,853
7,20,MQ,4196,ORD,PIT,1515,-6,1748,-15,0,413
10,20,OO,3490,SEA,FAT,1725,3,1930,-16,0,748
5,21,AA,2663,PHX,CMH,915,2,1603,-3,0,1670
4,22,WN,1577,TPA,MSY,2235,73,2315,90,0,488
5,22,OO,3029,BRO,DFW,600,-5,739,25,0,482
2,22,AA,440,ALB,CLT,533,-3,759,-18,0,646
6,19,YV,5749,DFW,JAN,910,-10,1043,-27,0,408
12,21,NK,395,PHL,LAS,715,12,950,-2,0,2176
3,20,YX,6075,IND,DTW,1020,-3,1134,0,0,231
8,21,OO,4327,MSP,HIB,1245,-6,1342,-22,0,174
11,20,NK,1314,FLL,DEN,705,0,934,-2,0,1703
12,19,AA,1340,DCA,MIA,700,-4,951,-15,0,919
11,20,YV,5814,DFW,RAP,1040,30,1154,48,0,835
3,19,AA,1768,IAH,PHL,718,-4,1138,-22,0,1325
4,22,OH,5288,CLT,ROC,1513,20,1702,26,0,573
7,20,G4,511,AZA,PVU,1916,20,2144,19,0,477
1,23,MQ,3819,MSY,AUS,1120,-2,1256,-5,0,444
6,22,NK,193,IAH,LAS,1236,6,1352,-18,0,1222
1,21,UA,2034,DEN,IAH,1936,-3,2259,-20,0,862
8,23,DL,1351,XNA,ATL,613,-4,903,-19,0,589
7,22,OO,5652,IND,ORD,1806,1,1826,6,0,177
4,23,AA,2227,PHL,PBI,840,-7,1119,-16,0,951
8,20,DL,1339,PHL,MSP,1720,-8,1905,-16,0,980
7,21,UA,1626,IAH,LAX,1830,9,1953,3,0,1379
2,22,9E,4993,BOS,PHL,720,-5,907,-19,0,280
12,19,AA,670,STL,LAX,1802,15,2026,-24,0,1592
2,20,UA,2356,LAS,SFO,1044,-6,1230,-15,0,414
9,22,WN,1992,OAK,LAS,2215,-3,2345,0,0,407
10,20,WN,1368,LAS,STL,1810,-4,2315,-7,0,1371
3,19,OO,5936,ICT,DEN,1355,-7,1431,-10,0,420
9,21,UA,445,CLE,ORD,600,-7,633,-24,0,315
1,19,B6,1505,EWR,FLL,901,9,1219,0,0,1065
